food_id,category_l1_jp,category_l2,food_name_jp,fdc_id,food_name_en,usda_category,confidence,jp_energy_kcal,us_energy_kcal,diff_energy_kcal,jp_protein,us_protein,diff_protein,jp_fat,us_fat,diff_fat,jp_carb,us_carb,diff_carb,jp_fiber,us_fiber,diff_fiber,jp_Ca,us_Ca,diff_Ca,jp_Fe,us_Fe,diff_Fe,jp_K,us_K,diff_K,jp_Zn,us_Zn,diff_Zn,jp_vit_C,us_vit_C,diff_vit_C,jp_vit_A_RAE,us_vit_A_RAE,diff_vit_A_RAE,jp_vit_B1,us_vit_B1,diff_vit_B1,jp_vit_B2,us_vit_B2,diff_vit_B2,jp_vit_D,us_vit_D,diff_vit_D,jp_vit_B12,us_vit_B12,diff_vit_B12,jp_salt_eq,us_salt_eq,diff_salt_eq
06336,野菜類,たまねぎ類,（たまねぎ類）　たまねぎ　りん茎　油いため,170004,"Onions, yellow, sauteed",Vegetables and Vegetable Products,high,100.0,123,23.0,1.4,0.95,-0.45,5.7,10.8,5.1,8.0,7.86,-0.14,2.7,1.7,-1.0,24.0,20.0,-4.0,0.2,0.27,0.07,210.0,133,-77.0,0.3,0.21,-0.09,9.0,1.8,-7.2,2.0,,,0.04,0.049,0.009,0.02,0.041,0.021,0.0,0.0,0.0,0.0,,,0.0,0.03,0.03
06337,野菜類,たまねぎ類,（たまねぎ類）　葉たまねぎ　りん茎及び葉　生,170007,"Onions, welsh, raw",Vegetables and Vegetable Products,high,33.0,34.0,1.0,1.8,1.9,0.1,,0.4,,5.1,6.5,1.4,3.0,2.4,-0.6,67.0,18.0,-49.0,0.6,1.22,0.62,290.0,212,-78.0,0.3,0.52,0.22,32.0,27.0,-5.0,1500.0,,,0.06,0.05,-0.01,0.11,0.09,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.043
06378,野菜類,とうもろこし類,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　ゆで,168481,"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,high,92.0,93.0,1.0,2.8,4.31,1.51,1.2,0.89,-0.31,15.9,20.0,4.1,6.2,4.1,-2.1,3.0,15.0,12.0,0.2,0.89,0.69,200.0,265,65.0,0.4,0.45,0.05,2.0,5.9,3.9,70.0,10.0,-60.0,0.08,0.074,-0.006,0.06,0.068,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.114
06391,野菜類,トマト類,（トマト類）　黄色トマト　果実　生,170502,"Tomatoes, orange, raw",Vegetables and Vegetable Products,high,18.0,16.0,-2.0,1.1,1.16,0.06,,0.19,,,3.18,,1.3,0.9,-0.4,6.0,5.0,-1.0,0.3,0.47,0.17,310.0,212,-98.0,0.2,0.14,-0.06,28.0,16.0,-12.0,110.0,75.0,-35.0,0.08,0.046,-0.034,0.03,0.034,0.004,,0.0,,,0.0,,0.0,0.107,0.107
07003,果実類,,アセロラ　酸味種　生,171686,"Acerola, (west indian cherry), raw",Fruits and Fruit Juices,high,36.0,32.0,-4.0,0.7,0.4,-0.3,,0.3,,,7.69,,1.9,1.1,-0.8,11.0,12.0,1.0,0.5,0.2,-0.3,130.0,146,16.0,0.5,0.1,-0.4,1700.0,1680.0,-20.0,370.0,38.0,-332.0,0.03,0.02,-0.01,0.04,0.06,0.02,0.0,,,0.0,0.0,0.0,0.0,0.018,0.018
07006,果実類,,アボカド　生,171705,"Avocados, raw, all commercial varieties",Fruits and Fruit Juices,high,176.0,160,-16.0,2.1,2.0,-0.1,15.5,14.7,-0.8,0.8,8.53,7.73,5.6,6.7,1.1,8.0,12.0,4.0,0.6,0.55,-0.05,590.0,485,-105.0,0.7,0.64,-0.06,12.0,10.0,-2.0,87.0,7.0,-80.0,0.09,0.067,-0.023,0.2,0.13,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.018
07012,果実類,,いちご　生,167762,"Strawberries, raw",Fruits and Fruit Juices,high,31.0,136,105.0,0.9,0.67,-0.23,0.1,0.3,0.2,6.1,7.68,1.58,1.4,2.0,0.6,17.0,16.0,-1.0,0.3,0.41,0.11,170.0,153,-17.0,0.2,0.14,-0.06,62.0,58.8,-3.2,18.0,1.0,-17.0,0.03,0.024,-0.006,0.02,0.022,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003
07016,果実類,,いちじく　乾,174665,"Figs, dried, uncooked",Fruits and Fruit Juices,high,272.0,249,-23.0,3.0,3.3,0.3,0.8,0.93,0.13,62.7,63.9,1.2,10.7,9.8,-0.9,190.0,162,-28.0,1.7,2.03,0.33,840.0,680,-160.0,0.6,0.55,-0.05,0.0,1.2,1.2,46.0,0.0,-46.0,0.1,0.085,-0.015,0.06,0.082,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.025,-0.175
07017,果実類,,いちじく　缶詰,173025,"Figs, canned, extra heavy syrup pack, solids and liquids",Fruits and Fruit Juices,high,78.0,107,29.0,0.5,0.38,-0.12,0.1,0.1,0.0,,27.9,,1.2,,,30.0,26.0,-4.0,0.1,0.28,0.18,110.0,97.0,-13.0,0.1,0.11,0.01,0.0,1.0,1.0,,2.0,,0.02,0.022,0.002,0.02,0.036,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003
07038,果実類,,オリーブ　塩漬　ブラックオリーブ,169095,"Olives, ripe, canned (jumbo-super colossal)",Fruits and Fruit Juices,high,121.0,81.0,-40.0,0.8,0.97,0.17,12.0,6.87,-5.13,,5.61,,2.5,2.5,0.0,68.0,94.0,26.0,0.8,3.32,2.52,10.0,9.0,-1.0,0.2,0.22,0.02,,1.5,,,17.0,,0.05,0.003,-0.047,0.06,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.867,0.267
07042,果実類,かんきつ類,（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース,169099,"Orange juice, canned, unsweetened",Fruits and Fruit Juices,high,45.0,47.0,2.0,0.8,0.68,-0.12,,0.15,,9.0,11.0,2.0,0.3,0.3,0.0,9.0,10.0,1.0,0.1,0.1,0.0,180.0,184,4.0,,0.04,,22.0,30.1,8.1,35.0,9.0,-26.0,0.07,0.039,-0.031,0.01,0.021,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
07055,果実類,,キワノ　生,167791,Horned melon (Kiwano),Fruits and Fruit Juices,high,41.0,44.0,3.0,1.5,1.78,0.28,,1.26,,,7.56,,2.6,,,10.0,13.0,3.0,0.4,1.13,0.73,170.0,123,-47.0,0.4,0.48,0.08,2.0,5.3,3.3,36.0,7.0,-29.0,0.03,0.025,-0.005,0.01,0.015,0.005,0.0,,,0.0,,,0.0,0.005,0.005
07062,果実類,かんきつ類,（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生,174677,"Grapefruit, raw, white, California",Fruits and Fruit Juices,high,40.0,37.0,-3.0,0.9,0.88,-0.02,0.1,0.1,0.0,7.5,9.09,1.59,0.6,,,15.0,12.0,-3.0,,0.08,,140.0,143,3.0,0.1,0.07,-0.03,36.0,33.3,-2.7,0.0,0.0,0.0,0.07,0.037,-0.033,0.03,0.02,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
07063,果実類,かんきつ類,（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース,173039,"Grapefruit juice, white, raw",Fruits and Fruit Juices,high,44.0,39.0,-5.0,0.6,0.5,-0.1,0.1,0.1,0.0,8.8,9.2,0.4,0.1,0.1,0.0,9.0,9.0,0.0,0.1,0.2,0.1,180.0,162,-18.0,,0.05,,38.0,38.0,0.0,0.0,1.0,1.0,0.04,0.04,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003
07069,果実類,,スターフルーツ　生,168171,"Rose-apples, raw",Fruits and Fruit Juices,high,30.0,25.0,-5.0,0.7,0.6,-0.1,0.1,0.3,0.2,,5.7,,1.8,,,5.0,29.0,24.0,0.2,0.07,-0.13,140.0,123,-17.0,0.2,0.06,-0.14,12.0,22.3,10.3,74.0,17.0,-57.0,0.03,0.02,-0.01,0.02,0.03,0.01,0.0,,,0.0,0.0,0.0,0.0,,
07071,果実類,,さくらんぼ　米国産　生,171719,"Cherries, sweet, raw",Fruits and Fruit Juices,high,64.0,63.0,-1.0,1.2,1.06,-0.14,0.1,0.2,0.1,13.7,16.0,2.3,1.4,2.1,0.7,15.0,13.0,-2.0,0.3,0.36,0.06,260.0,222,-38.0,0.1,0.07,-0.03,9.0,7.0,-2.0,23.0,3.0,-20.0,0.03,0.027,-0.003,0.03,0.033,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
07072,果実類,,さくらんぼ　米国産　缶詰,173958,"Cherries, sweet, canned, juice pack, solids and liquids",Fruits and Fruit Juices,high,70.0,54.0,-16.0,0.6,0.91,0.31,0.1,0.02,-0.08,13.8,13.8,0.0,1.0,1.5,0.5,10.0,14.0,4.0,0.4,0.58,0.18,100.0,131,31.0,0.5,0.1,-0.4,7.0,2.5,-4.5,41.0,6.0,-35.0,0.01,0.018,0.008,0.01,0.024,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.008
07080,果実類,すもも類,（すもも類）　にほんすもも　生,169950,"Plums, canned, purple, water pack, solids and liquids",Fruits and Fruit Juices,high,46.0,41.0,-5.0,0.6,0.39,-0.21,,0.01,,,11.0,,1.6,0.9,-0.7,5.0,7.0,2.0,0.2,0.16,-0.04,150.0,126,-24.0,0.1,0.08,-0.02,4.0,2.7,-1.3,79.0,46.0,-33.0,0.02,0.021,0.001,0.02,0.041,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003
07086,果実類,,チェリモヤ　生,173953,"Cherimoya, raw",Fruits and Fruit Juices,high,82.0,75.0,-7.0,1.3,1.57,0.27,0.2,0.68,0.48,13.7,17.7,4.0,2.2,3.0,0.8,9.0,10.0,1.0,0.2,0.27,0.07,230.0,287,57.0,0.1,0.16,0.06,34.0,12.6,-21.4,4.0,0.0,-4.0,0.09,0.101,0.011,0.09,0.131,0.041,0.0,,,0.0,0.0,0.0,0.0,0.018,0.018
07092,果実類,なし類,（なし類）　西洋なし　缶詰,169938,"Pears, canned, light syrup pack, solids and liquids",Fruits and Fruit Juices,high,79.0,57.0,-22.0,0.2,0.19,-0.01,0.1,0.03,-0.07,16.7,15.2,-1.5,1.0,1.6,0.6,4.0,5.0,1.0,0.1,0.28,0.18,55.0,66.0,11.0,0.1,0.08,-0.02,,0.7,,,0.0,,0.01,0.01,0.0,0.02,0.016,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.013
07096,果実類,,なつめやし　乾,168191,"Dates, medjool",Fruits and Fruit Juices,high,281.0,277,-4.0,2.2,1.81,-0.39,,0.15,,59.0,75.0,16.0,7.0,6.7,-0.3,71.0,64.0,-7.0,0.8,0.9,0.1,550.0,696,146.0,0.4,0.44,0.04,0.0,0.0,0.0,160.0,7.0,-153.0,0.07,0.05,-0.02,0.04,0.06,0.02,0.0,0.0,0.0,0.0,,,0.0,0.003,0.003
07097,果実類,,パインアップル　生,169124,"Pineapple, raw, all varieties",Fruits and Fruit Juices,high,54.0,50.0,-4.0,0.6,0.54,-0.06,0.1,0.12,0.02,12.6,13.1,0.5,1.2,1.4,0.2,11.0,13.0,2.0,0.2,0.29,0.09,150.0,109,-41.0,0.1,0.12,0.02,35.0,47.8,12.8,38.0,3.0,-35.0,0.09,0.079,-0.011,0.02,0.032,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003
07098,果実類,,パインアップル　果実飲料　ストレートジュース,169947,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",Fruits and Fruit Juices,high,46.0,53.0,7.0,0.3,0.36,0.06,0.1,0.12,0.02,10.2,12.9,2.7,0.0,0.2,0.2,22.0,13.0,-9.0,0.4,0.31,-0.09,210.0,130,-80.0,0.1,0.11,0.01,6.0,10.0,4.0,9.0,0.0,-9.0,0.04,0.058,0.018,0.01,0.021,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
07102,果実類,,パインアップル　缶詰,169944,"Pineapple, canned, heavy syrup pack, solids and liquids",Fruits and Fruit Juices,high,76.0,78.0,2.0,0.4,0.35,-0.05,0.1,0.11,0.01,19.7,20.2,0.5,0.5,0.8,0.3,7.0,14.0,7.0,0.3,0.38,0.08,120.0,104,-16.0,0.1,0.12,0.02,7.0,7.4,0.4,12.0,1.0,-11.0,0.07,0.09,0.02,0.01,0.025,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003
07103,果実類,,パインアップル　砂糖漬,167781,Candied fruit,Fruits and Fruit Juices,high,349.0,322,-27.0,0.5,0.34,-0.16,0.1,0.07,-0.03,91.9,82.7,-9.2,1.3,1.6,0.3,31.0,18.0,-13.0,2.5,0.17,-2.33,23.0,56.0,33.0,0.1,0.05,-0.05,0.0,0.0,0.0,17.0,1.0,-16.0,0.0,0.0,0.0,0.02,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.249,0.149
07107,果実類,,バナナ　生,1105314,"Bananas, ripe and slightly ripe, raw",Fruits and Fruit Juices,high,93.0,97.0,4.0,1.1,0.74,-0.36,0.1,0.29,0.19,19.4,23.0,3.6,1.1,1.7,0.6,6.0,5.0,-1.0,0.3,,,360.0,326,-34.0,0.2,0.16,-0.04,16.0,12.3,-3.7,56.0,1.0,-55.0,0.05,0.056,0.006,0.04,0.0,-0.04,0.0,,,0.0,,,0.0,,
07110,果実類,,パパイア　未熟　生,169926,"Papayas, raw",Fruits and Fruit Juices,high,35.0,43.0,8.0,1.3,0.47,-0.83,0.1,0.26,0.16,7.4,10.8,3.4,2.2,1.7,-0.5,36.0,20.0,-16.0,0.3,0.25,-0.05,190.0,182,-8.0,0.1,0.08,-0.02,45.0,60.9,15.9,120.0,47.0,-73.0,0.03,0.023,-0.007,0.04,0.027,-0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02
07117,果実類,,ぶどう　干しぶどう,168165,"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,high,324.0,299,-25.0,2.7,3.3,0.6,0.1,0.25,0.15,60.3,79.3,19.0,4.1,4.5,0.4,65.0,62.0,-3.0,2.3,1.79,-0.51,740.0,744,4.0,0.3,0.36,0.06,,2.3,,11.0,0.0,-11.0,0.12,0.106,-0.014,0.03,0.125,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.066
07118,果実類,,ぶどう　果実飲料　ストレートジュース,173042,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",Fruits and Fruit Juices,high,54.0,60.0,6.0,0.3,0.37,0.07,0.1,0.13,0.03,13.9,14.8,0.9,0.1,0.2,0.1,3.0,11.0,8.0,0.1,0.25,0.15,30.0,104,74.0,0.1,0.07,-0.03,,0.1,,0.0,0.0,0.0,0.02,0.017,-0.003,0.01,0.015,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.013
07122,果実類,,ぶどう　缶詰,174685,"Grapes, canned, thompson seedless, heavy syrup pack, solids and liquids",Fruits and Fruit Juices,high,83.0,76.0,-7.0,0.4,0.48,0.08,,0.1,,,19.6,,0.2,0.6,0.4,10.0,10.0,0.0,0.9,0.94,0.04,88.0,103,15.0,0.2,0.05,-0.15,0.0,1.0,1.0,10.0,3.0,-7.0,0.02,0.03,0.01,0.01,0.022,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.013
07124,果実類,,ブルーベリー　生,171711,"Blueberries, raw",Fruits and Fruit Juices,high,48.0,57.0,9.0,0.5,0.74,0.24,0.1,0.33,0.23,8.6,14.5,5.9,3.3,2.4,-0.9,8.0,6.0,-2.0,0.2,0.28,0.08,70.0,77.0,7.0,0.1,0.16,0.06,9.0,9.7,0.7,55.0,3.0,-52.0,0.03,0.037,0.007,0.03,0.041,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003
07126,果実類,かんきつ類,（かんきつ類）　ぶんたん　砂じょう　生,167754,"Pummelo, raw",Fruits and Fruit Juices,high,41.0,38.0,-3.0,0.7,0.76,0.06,,0.04,,,9.62,,0.9,1.0,0.1,13.0,4.0,-9.0,0.1,0.11,0.01,180.0,216,36.0,0.1,0.08,-0.02,45.0,61.0,16.0,15.0,0.0,-15.0,0.03,0.034,0.004,0.04,0.027,-0.013,0.0,,,0.0,0.0,0.0,0.0,0.003,0.003
07133,果実類,,マンゴスチン　生,169090,"Mangosteen, canned, syrup pack",Fruits and Fruit Juices,high,71.0,73.0,2.0,0.6,0.41,-0.19,,0.58,,,17.9,,1.4,1.8,0.4,6.0,12.0,6.0,0.1,0.3,0.2,100.0,48.0,-52.0,0.2,0.21,0.01,3.0,2.9,-0.1,0.0,2.0,2.0,0.11,0.054,-0.056,0.03,0.054,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.018
07134,果実類,,メロン　温室メロン　生,169911,"Melons, honeydew, raw",Fruits and Fruit Juices,high,40.0,36.0,-4.0,1.1,0.54,-0.56,0.1,0.14,0.04,9.6,9.09,-0.51,0.5,0.8,0.3,8.0,6.0,-2.0,0.3,0.17,-0.13,340.0,228,-112.0,0.2,0.09,-0.11,18.0,18.0,0.0,33.0,3.0,-30.0,0.06,0.038,-0.022,0.02,0.012,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.046
07136,果実類,もも類,（もも類）　もも　白肉種　生,327357,"Nectarines, raw",Fruits and Fruit Juices,high,38.0,39.0,1.0,0.6,1.06,0.46,0.1,0.28,0.18,8.4,9.18,0.78,1.3,1.5,0.2,4.0,2.0,-2.0,0.1,0.3,0.2,180.0,131,-49.0,0.1,0.21,0.11,8.0,2.9,-5.1,5.0,21.0,16.0,0.01,0.034,0.024,0.01,0.027,0.017,0.0,,,0.0,,,0.0,0.033,0.033
07137,果実類,もも類,（もも類）　もも　果実飲料　30%果汁入り飲料　（ネクター）,169117,"Peach nectar, canned, with sucralose, without added ascorbic acid",Fruits and Fruit Juices,high,46.0,49.0,3.0,0.2,0.1,-0.1,0.0,0.57,0.57,11.8,11.6,-0.2,0.4,0.1,-0.3,2.0,6.0,4.0,0.2,0.07,-0.13,35.0,30.0,-5.0,,0.01,,2.0,0.0,-2.0,,16.0,,,0.06,,0.01,0.015,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.028
07138,果実類,もも類,（もも類）　もも　缶詰　白肉種　果肉,169112,"Peaches, canned, heavy syrup pack, solids and liquids",Fruits and Fruit Juices,high,82.0,74.0,-8.0,0.5,0.45,-0.05,0.1,0.1,0.0,16.6,19.9,3.3,1.4,1.3,-0.1,3.0,3.0,0.0,0.2,0.27,0.07,80.0,92.0,12.0,0.2,0.09,-0.11,2.0,2.8,0.8,,17.0,,0.01,0.011,0.001,0.02,0.024,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.015
07142,果実類,かんきつ類,（かんきつ類）　ゆず　果皮　生,167749,"Lemon peel, raw",Fruits and Fruit Juices,high,50.0,47.0,-3.0,1.2,1.5,0.3,0.1,0.3,0.2,,16.0,,6.9,10.6,3.7,41.0,134,93.0,0.3,0.8,0.5,140.0,160,20.0,0.1,0.25,0.15,160.0,129,-31.0,240.0,3.0,-237.0,0.07,0.06,-0.01,0.1,0.08,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.015
07145,果実類,かんきつ類,（かんきつ類）　ライム　果汁　生,168156,"Lime juice, raw",Fruits and Fruit Juices,high,39.0,25.0,-14.0,0.4,0.42,0.02,,0.07,,1.9,8.42,6.52,0.2,0.4,0.2,16.0,14.0,-2.0,0.2,0.09,-0.11,160.0,117,-43.0,0.1,0.08,-0.02,33.0,30.0,-3.0,0.0,2.0,2.0,0.03,0.025,-0.005,0.02,0.015,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
07146,果実類,,ラズベリー　生,167755,"Raspberries, raw",Fruits and Fruit Juices,high,36.0,52.0,16.0,1.1,1.2,0.1,,0.65,,5.6,11.9,6.3,4.7,6.5,1.8,22.0,25.0,3.0,0.7,0.69,-0.01,150.0,151,1.0,0.4,0.42,0.02,22.0,26.2,4.2,19.0,2.0,-17.0,0.02,0.032,0.012,0.04,0.038,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003
07148,果実類,,りんご　皮なし　生,171689,"Apples, raw, without skin",Fruits and Fruit Juices,high,53.0,48.0,-5.0,0.1,0.27,0.17,,0.13,,12.4,12.8,0.4,1.4,1.3,-0.1,3.0,5.0,2.0,0.1,0.07,-0.03,120.0,90.0,-30.0,,0.05,,4.0,4.0,0.0,15.0,2.0,-13.0,0.02,0.019,-0.001,,0.028,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
07151,果実類,,りんご　果実飲料　50%果汁入り飲料,167771,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",Fruits and Fruit Juices,high,46.0,46.0,0.0,0.1,0.1,0.0,,0.13,,,11.3,,0.0,0.2,0.2,2.0,8.0,6.0,0.1,0.12,0.02,55.0,101,46.0,,0.02,,,38.5,,0.0,0.0,0.0,0.0,0.021,0.021,0.0,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
07156,果実類,かんきつ類,（かんきつ類）　レモン　果汁　生,167747,"Lemon juice, raw",Fruits and Fruit Juices,high,24.0,22.0,-2.0,0.4,0.35,-0.05,0.1,0.24,0.14,1.5,6.9,5.4,,0.3,,7.0,6.0,-1.0,0.1,0.08,-0.02,100.0,103,3.0,0.1,0.05,-0.05,50.0,38.7,-11.3,6.0,0.0,-6.0,0.04,0.024,-0.016,0.02,0.015,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003
07168,果実類,,キウイフルーツ　黄肉種　生,168211,"Kiwifruit, ZESPRI SunGold, raw",Fruits and Fruit Juices,high,63.0,63.0,0.0,1.1,1.02,-0.08,0.2,0.28,0.08,11.9,15.8,3.9,1.4,1.4,0.0,17.0,17.0,0.0,0.2,0.21,0.01,300.0,315,15.0,0.1,0.08,-0.02,140.0,161,21.0,41.0,1.0,-40.0,0.02,0.0,-0.02,0.02,0.074,0.054,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.008,0.008
07169,果実類,,グァバ　白肉種　生,173044,"Guavas, common, raw",Fruits and Fruit Juices,high,33.0,68.0,35.0,0.6,2.55,1.95,0.1,0.95,0.85,,14.3,,5.1,5.4,0.3,8.0,18.0,10.0,0.1,0.26,0.16,240.0,417,177.0,0.1,0.23,0.13,220.0,228,8.0,0.0,31.0,31.0,0.03,0.067,0.037,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
07176,果実類,,りんご　皮つき　生,168201,"Apples, raw, red delicious, with skin (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,high,56.0,59.0,3.0,0.2,0.27,0.07,0.1,0.2,0.1,12.9,14.1,1.2,1.9,2.3,0.4,4.0,6.0,2.0,0.1,0.11,0.01,120.0,104,-16.0,0.1,0.04,-0.06,6.0,,,27.0,3.0,-24.0,0.02,0.015,-0.005,0.01,0.025,0.015,0.0,,,0.0,,,0.0,0.003,0.003
07180,果実類,,りんご　皮つき　焼き,171690,"Apples, dehydrated (low moisture), sulfured, stewed",Fruits and Fruit Juices,high,86.0,74.0,-12.0,0.2,0.28,0.08,,0.12,,17.3,19.9,2.6,2.5,2.6,0.1,5.0,4.0,-1.0,0.1,0.43,0.33,170.0,136,-34.0,0.1,0.06,-0.04,7.0,0.6,-6.4,39.0,1.0,-38.0,0.03,0.008,-0.022,0.01,0.029,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.066
07182,果実類,すぐり類,（すぐり類）　カシス　冷凍,173963,"Currants, european black, raw",Fruits and Fruit Juices,high,62.0,63.0,1.0,1.6,1.4,-0.2,1.1,0.41,-0.69,0.0,15.4,15.4,6.4,,,40.0,55.0,15.0,0.5,1.54,1.04,270.0,322,52.0,0.2,0.27,0.07,,181,,110.0,12.0,-98.0,0.03,0.05,0.02,0.03,0.05,0.02,,,,,0.0,,0.0,0.005,0.005
07185,果実類,,くこ　実　乾,173032,"Goji berries, dried",Fruits and Fruit Juices,high,387.0,349,-38.0,12.3,14.3,2.0,,0.39,,,77.1,,,13.0,,47.0,190,143.0,4.0,6.8,2.8,1400.0,,,1.2,,,9.0,48.4,39.4,3000.0,,,0.28,,,0.4,,,0.0,,,,,,1.3,0.757,-0.543
10005,魚介類,魚類,＜魚類＞　（あじ類）　まあじ　皮つき　焼き,174229,"Fish, bluefish, cooked, dry heat",Finfish and Shellfish Products,high,157.0,159,2.0,25.9,25.7,-0.2,5.1,5.44,0.34,0.1,,,0.0,0.0,0.0,100.0,9.0,-91.0,0.8,0.62,-0.18,470.0,477,7.0,1.5,1.04,-0.46,0.0,0.0,0.0,0.0,138,138.0,0.15,0.067,-0.083,0.15,0.097,-0.053,12.0,,,7.1,6.22,-0.88,0.4,0.196,-0.204
10015,魚介類,魚類,＜魚類＞　あなご　生,171951,"Fish, butterfish, raw",Finfish and Shellfish Products,high,146.0,146,0.0,17.3,17.3,0.0,8.0,8.02,0.02,,,,0.0,0.0,0.0,75.0,22.0,-53.0,0.8,0.5,-0.3,370.0,375,5.0,0.7,0.77,0.07,2.0,0.0,-2.0,0.0,30.0,30.0,0.05,0.12,0.07,0.14,0.15,0.01,0.4,,,2.3,1.9,-0.4,0.4,0.226,-0.174
10018,魚介類,魚類,＜魚類＞　あまだい　生,175141,"Fish, scup, raw",Finfish and Shellfish Products,high,102.0,105,3.0,18.8,18.9,0.1,2.5,2.73,0.23,,,,0.0,0.0,0.0,58.0,40.0,-18.0,0.3,0.53,0.23,360.0,287,-73.0,0.3,0.48,0.18,1.0,0.0,-1.0,0.0,27.0,27.0,0.04,0.11,0.07,0.06,0.1,0.04,1.0,1.2,0.2,2.1,1.4,-0.7,0.2,0.107,-0.093
10030,魚介類,魚類,＜魚類＞　アラスカめぬけ　生,173705,"Fish, tilefish, raw",Finfish and Shellfish Products,high,96.0,96.0,0.0,17.2,17.5,0.3,2.6,2.31,-0.29,0.1,,,0.0,0.0,0.0,22.0,26.0,4.0,0.2,0.25,0.05,290.0,433,143.0,0.4,0.37,-0.03,,0.0,,0.0,18.0,18.0,0.04,0.12,0.08,0.05,0.16,0.11,3.0,,,1.6,2.2,0.6,0.2,0.135,-0.065
10031,魚介類,魚類,＜魚類＞　あんこう　生,173676,"Fish, monkfish, raw",Finfish and Shellfish Products,high,54.0,76.0,22.0,13.0,14.5,1.5,0.1,1.52,1.42,0.3,,,0.0,0.0,0.0,8.0,8.0,0.0,0.2,0.32,0.12,210.0,400,190.0,0.6,0.41,-0.19,1.0,1.0,0.0,0.0,12.0,12.0,0.04,0.025,-0.015,0.16,0.06,-0.1,1.0,,,1.2,0.9,-0.3,0.3,0.046,-0.254
10039,魚介類,魚類,＜魚類＞　いとよりだい　生,173671,"Fish, lingcod, raw",Finfish and Shellfish Products,high,85.0,85.0,0.0,18.1,17.7,-0.4,1.0,1.06,0.06,0.1,,,0.0,0.0,0.0,46.0,14.0,-32.0,0.5,0.32,-0.18,390.0,437,47.0,0.4,0.45,0.05,2.0,0.0,-2.0,0.0,15.0,15.0,0.04,0.03,-0.01,0.08,0.114,0.034,11.0,,,3.0,3.6,0.6,0.2,0.15,-0.05
