food_id,category_l1_jp,category_l2,food_name_jp,fdc_id,food_name_en,usda_category,confidence,jp_energy_kcal,us_energy_kcal,diff_energy_kcal,jp_protein,us_protein,diff_protein,jp_fat,us_fat,diff_fat,jp_carb,us_carb,diff_carb,jp_fiber,us_fiber,diff_fiber,jp_Ca,us_Ca,diff_Ca,jp_Fe,us_Fe,diff_Fe,jp_K,us_K,diff_K,jp_Zn,us_Zn,diff_Zn,jp_vit_C,us_vit_C,diff_vit_C,jp_vit_A_RAE,us_vit_A_RAE,diff_vit_A_RAE,jp_vit_B1,us_vit_B1,diff_vit_B1,jp_vit_B2,us_vit_B2,diff_vit_B2,jp_vit_D,us_vit_D,diff_vit_D,jp_vit_B12,us_vit_B12,diff_vit_B12,jp_salt_eq,us_salt_eq,diff_salt_eq
05021,種実類,,すいか　いり　味付け,169407,"Seeds, watermelon seed kernels, dried",Nut and Seed Products,high,528.0,557,29.0,29.6,28.3,-1.3,36.9,47.4,10.5,2.3,15.3,13.0,7.1,,,70.0,54.0,-16.0,5.3,7.28,1.98,640.0,648,8.0,3.9,10.2,6.3,,0.0,,9.0,0.0,-9.0,0.1,0.19,0.09,0.16,0.145,-0.015,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.251,-1.249
05023,種実類,,はす　未熟　生,168591,"Seeds, lotus seeds, raw",Nut and Seed Products,high,81.0,89.0,8.0,5.9,4.13,-1.77,0.4,0.53,0.13,13.2,17.3,4.1,2.6,,,53.0,44.0,-9.0,0.6,0.95,0.35,410.0,367,-43.0,0.8,0.28,-0.52,27.0,0.0,-27.0,5.0,1.0,-4.0,0.18,0.171,-0.009,0.09,0.04,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003
05024,種実類,,はす　成熟　乾,170149,"Seeds, lotus seeds, dried",Nut and Seed Products,high,327.0,332,5.0,18.3,15.4,-2.9,1.6,1.97,0.37,52.1,64.5,12.4,10.3,,,110.0,163,53.0,2.9,3.53,0.63,1300.0,1370.0,70.0,2.8,1.05,-1.75,1.0,0.0,-1.0,6.0,3.0,-3.0,0.44,0.64,0.2,0.11,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.013
05026,種実類,,ピスタチオ　いり　味付け,170185,"Nuts, pistachio nuts, dry roasted, without salt added",Nut and Seed Products,high,617.0,572,-45.0,17.4,21.0,3.6,55.9,45.8,-10.1,8.2,28.3,20.1,9.2,10.3,1.1,120.0,107,-13.0,3.0,4.03,1.03,970.0,1010.0,40.0,2.5,2.34,-0.16,0.0,3.0,3.0,120.0,13.0,-107.0,0.43,0.695,0.265,0.24,0.234,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.015,-0.685
05027,種実類,,ひまわり　フライ　味付け,170562,"Seeds, sunflower seed kernels, dried",Nut and Seed Products,high,587.0,584,-3.0,20.1,20.8,0.7,49.0,51.5,2.5,15.4,20.0,4.6,6.9,8.6,1.7,81.0,78.0,-3.0,3.6,5.25,1.65,750.0,645,-105.0,5.0,5.0,0.0,0.0,1.4,1.4,9.0,3.0,-6.0,1.72,1.48,-0.24,0.25,0.355,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.023,-0.577
05029,種実類,,ヘーゼルナッツ　フライ　味付け,170583,"Nuts, hazelnuts or filberts, dry roasted, without salt added",Nut and Seed Products,high,701.0,646,-55.0,13.6,15.0,1.4,69.3,62.4,-6.9,4.9,17.6,12.7,7.4,9.4,2.0,130.0,123,-7.0,3.0,4.38,1.38,610.0,755,145.0,2.0,2.5,0.5,0.0,3.8,3.8,,3.0,,0.26,0.338,0.078,0.28,0.123,-0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,
05030,種実類,,ペカン　フライ　味付け,169424,"Nuts, pecans, dry roasted, with salt added",Nut and Seed Products,high,716.0,710,-6.0,9.6,9.5,-0.1,71.9,74.3,2.4,5.9,13.6,7.7,7.1,9.4,2.3,60.0,72.0,12.0,2.7,2.8,0.1,370.0,424,54.0,3.6,5.07,1.47,0.0,0.7,0.7,45.0,7.0,-38.0,0.19,0.45,0.26,0.19,0.107,-0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.973,0.573
05031,種実類,,マカダミアナッツ　いり　味付け,168598,"Nuts, macadamia nuts, dry roasted, with salt added",Nut and Seed Products,high,751.0,716,-35.0,8.3,7.79,-0.51,76.6,76.1,-0.5,4.8,12.8,8.0,6.2,8.0,1.8,47.0,70.0,23.0,1.3,2.65,1.35,300.0,363,63.0,0.7,1.29,0.59,0.0,0.7,0.7,,0.0,,0.21,0.71,0.5,0.09,0.087,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.897,0.397
05032,種実類,,まつ　生,170591,"Nuts, pine nuts, dried",Nut and Seed Products,high,681.0,673,-8.0,15.8,13.7,-2.1,66.7,68.4,1.7,4.0,13.1,9.1,4.1,3.7,-0.4,14.0,16.0,2.0,5.6,5.53,-0.07,730.0,597,-133.0,6.9,6.45,-0.45,,0.8,,0.0,1.0,1.0,0.63,0.364,-0.266,0.13,0.227,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
05036,種実類,,らっかせい　バターピーナッツ,170570,"Nuts, butternuts, dried",Nut and Seed Products,high,609.0,612,3.0,23.3,24.9,1.6,51.8,57.0,5.2,8.9,12.0,3.1,9.5,4.7,-4.8,50.0,53.0,3.0,2.0,4.02,2.02,700.0,421,-279.0,3.1,3.13,0.03,0.0,3.2,3.2,5.0,6.0,1.0,0.2,0.383,0.183,0.1,0.148,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.003,-0.297
05040,種実類,,アーモンド　いり　無塩,170567,"Nuts, almonds",Nut and Seed Products,high,608.0,579,-29.0,20.3,21.2,0.9,54.2,49.9,-4.3,5.9,21.6,15.7,11.0,12.5,1.5,260.0,269,9.0,3.7,3.71,0.01,740.0,733,-7.0,3.7,3.12,-0.58,0.0,0.0,0.0,9.0,0.0,-9.0,0.03,0.205,0.175,1.04,1.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003
06009,野菜類,,アスパラガス　水煮缶詰,169206,"Asparagus, canned, regular pack, solids and liquids",Vegetables and Vegetable Products,high,24.0,62.0,38.0,2.4,1.8,-0.6,0.1,0.18,0.08,2.3,2.48,0.18,1.7,1.0,-0.7,21.0,15.0,-6.0,0.9,0.6,-0.3,170.0,172,2.0,0.3,0.47,0.17,11.0,16.5,5.5,7.0,,,0.07,0.054,-0.016,0.06,0.089,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.721,-0.179
06011,野菜類,,いんげんまめ　さやいんげん　若ざや　ゆで,169965,"Beans, snap, green, microwaved",Vegetables and Vegetable Products,high,25.0,33.0,8.0,1.8,2.31,0.51,0.2,0.5,0.3,2.4,6.41,4.01,2.6,3.4,0.8,57.0,55.0,-2.0,0.7,0.83,0.13,270.0,323,53.0,0.3,0.38,0.08,6.0,7.3,1.3,580.0,,,0.06,0.078,0.018,0.1,0.075,-0.025,0.0,,,0.0,,,0.0,0.008,0.008
06016,野菜類,,えだまめ　ゆで,169283,"Soybeans, green, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,high,118.0,141,23.0,11.5,12.4,0.9,5.8,6.4,0.6,4.6,11.0,6.4,4.6,4.2,-0.4,76.0,145,69.0,2.5,2.5,0.0,490.0,539,49.0,1.3,0.91,-0.39,15.0,17.0,2.0,290.0,8.0,-282.0,0.24,0.26,0.02,0.13,0.155,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.036
06026,野菜類,えんどう類,（えんどう類）　グリンピース　水煮缶詰,170013,"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared",Vegetables and Vegetable Products,high,82.0,68.0,-14.0,3.6,4.47,0.87,0.2,0.8,0.6,11.8,11.4,-0.4,6.9,4.9,-2.0,33.0,23.0,-10.0,1.8,1.18,-0.62,37.0,106,69.0,0.6,0.66,0.06,0.0,4.2,4.2,200.0,43.0,-157.0,0.04,0.107,0.067,0.04,0.053,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.693,-0.107
06039,野菜類,,かぶ　根　皮なし　ゆで,170465,"Turnips, raw",Vegetables and Vegetable Products,high,20.0,28.0,8.0,0.6,0.9,0.3,0.1,0.1,0.0,3.6,6.43,2.83,1.7,1.8,0.1,28.0,30.0,2.0,0.2,0.3,0.1,250.0,191,-59.0,0.1,0.27,0.17,16.0,21.0,5.0,0.0,0.0,0.0,0.03,0.04,0.01,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17
06046,野菜類,かぼちゃ類,（かぼちゃ類）　日本かぼちゃ　果実　生,170130,"Squash, winter, butternut, cooked, baked, with salt",Vegetables and Vegetable Products,high,41.0,40.0,-1.0,1.6,0.9,-0.7,,0.09,,8.3,10.5,2.2,2.8,3.2,0.4,20.0,41.0,21.0,0.5,0.6,0.1,400.0,284,-116.0,0.3,0.13,-0.17,16.0,15.1,-0.9,730.0,558,-172.0,0.07,0.072,0.002,0.06,0.017,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.61
06049,野菜類,かぼちゃ類,（かぼちゃ類）　西洋かぼちゃ　果実　ゆで,170134,"Sweet potato, cooked, baked in skin, flesh, with salt",Vegetables and Vegetable Products,high,80.0,90.0,10.0,1.6,2.01,0.41,0.2,0.15,-0.05,17.4,20.7,3.3,4.1,3.3,-0.8,14.0,38.0,24.0,0.5,0.69,0.19,430.0,475,45.0,0.3,0.32,0.02,32.0,19.6,-12.4,4000.0,,,0.07,0.107,0.037,0.08,0.106,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
06054,野菜類,,カリフラワー　花序　生,169389,"Cauliflower, green, raw",Vegetables and Vegetable Products,high,28.0,31.0,3.0,3.0,2.95,-0.05,0.1,0.3,0.2,3.2,6.09,2.89,2.9,3.2,0.3,24.0,33.0,9.0,0.6,0.73,0.13,410.0,300,-110.0,0.6,0.64,0.04,81.0,88.1,7.1,18.0,8.0,-10.0,0.06,0.08,0.02,0.11,0.102,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.058
06061,野菜類,キャベツ類,（キャベツ類）　キャベツ　結球葉　生,169335,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",Vegetables and Vegetable Products,high,21.0,24.0,3.0,1.3,1.21,-0.09,0.1,0.18,0.08,3.5,5.37,1.87,1.8,2.3,0.5,43.0,47.0,4.0,0.3,0.56,0.26,200.0,246,46.0,0.2,0.18,-0.02,41.0,51.0,10.0,50.0,6.0,-44.0,0.04,0.05,0.01,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.046
06069,野菜類,,きゅうり　漬物　ピクルス　スイート型,169378,"Pickles, cucumber, sweet (includes bread and butter pickles)",Vegetables and Vegetable Products,high,70.0,91.0,21.0,0.3,0.58,0.28,,0.41,,17.4,21.2,3.8,1.7,1.0,-0.7,25.0,61.0,36.0,0.3,0.25,-0.05,18.0,100,82.0,0.1,0.12,0.02,0.0,0.7,0.7,53.0,38.0,-15.0,,0.025,,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.161,0.061
06070,野菜類,,きゅうり　漬物　ピクルス　サワー型,324653,"Pickles, cucumber, dill or kosher dill",Vegetables and Vegetable Products,high,13.0,12.0,-1.0,1.4,0.48,-0.92,,0.43,,,1.99,,1.4,1.0,-0.4,23.0,54.0,31.0,1.2,0.23,-0.97,11.0,112,101.0,0.1,0.11,0.01,0.0,2.1,2.1,14.0,4.0,-10.0,0.02,0.047,0.027,0.06,0.057,-0.003,0.0,,,0.0,,,2.5,2.052,-0.448
06092,野菜類,,しかくまめ　若ざや　生,170476,"Winged beans, immature seeds, raw",Vegetables and Vegetable Products,high,19.0,49.0,30.0,2.4,6.95,4.55,,0.87,,,4.31,,3.2,,,80.0,84.0,4.0,0.7,1.5,0.8,270.0,223,-47.0,0.3,0.39,0.09,16.0,18.3,2.3,440.0,,,0.09,0.14,0.05,0.09,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
06101,野菜類,,じゅんさい　若葉　水煮びん詰,170387,"Butterbur, canned",Vegetables and Vegetable Products,high,4.0,3.0,-1.0,0.4,0.11,-0.29,,0.13,,,0.38,,1.0,,,4.0,34.0,30.0,0.0,0.63,0.63,2.0,12.0,10.0,0.2,0.06,-0.14,0.0,11.9,11.9,29.0,0.0,-29.0,0.0,0.006,0.006,0.02,0.006,-0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
06106,野菜類,,しろうり　果実　生,169232,"Gourd, white-flowered (calabash), raw",Vegetables and Vegetable Products,high,15.0,14.0,-1.0,0.9,0.62,-0.28,,0.02,,,3.39,,1.2,0.5,-0.7,35.0,26.0,-9.0,0.2,0.2,0.0,220.0,150,-70.0,0.2,0.7,0.5,8.0,10.1,2.1,70.0,,,0.03,0.029,-0.001,0.03,0.022,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
06119,野菜類,,セロリ　葉柄　生,169988,"Celery, raw",Vegetables and Vegetable Products,high,12.0,14.0,2.0,0.4,0.69,0.29,0.1,0.17,0.07,1.4,2.97,1.57,1.5,1.6,0.1,39.0,40.0,1.0,0.2,0.2,0.0,410.0,260,-150.0,0.2,0.13,-0.07,7.0,3.1,-3.9,44.0,22.0,-22.0,0.03,0.021,-0.009,0.03,0.057,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.203,0.103
06125,野菜類,,そらまめ　未熟豆　ゆで,170377,"Broadbeans, immature seeds, raw",Vegetables and Vegetable Products,high,103.0,72.0,-31.0,10.5,5.6,-4.9,0.1,0.6,0.5,13.7,11.7,-2.0,4.0,4.2,0.2,22.0,22.0,0.0,2.1,1.9,-0.2,390.0,250,-140.0,1.9,0.58,-1.32,18.0,33.0,15.0,210.0,18.0,-192.0,0.22,0.17,-0.05,0.18,0.11,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.127
06132,野菜類,だいこん類,（だいこん類）　だいこん　根　皮つき　生,168451,"Radishes, oriental, raw",Vegetables and Vegetable Products,high,15.0,18.0,3.0,0.5,0.6,0.1,,0.1,,2.7,4.1,1.4,1.4,1.6,0.2,24.0,27.0,3.0,0.2,0.4,0.2,230.0,227,-3.0,0.2,0.15,-0.05,12.0,22.0,10.0,0.0,0.0,0.0,0.02,0.02,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.053
06136,野菜類,だいこん類,（だいこん類）　切干しだいこん　乾,168453,"Radishes, oriental, dried",Vegetables and Vegetable Products,high,280.0,271,-9.0,9.7,7.9,-1.8,0.3,0.72,0.42,,63.4,,21.3,23.9,2.6,500.0,629,129.0,3.1,6.73,3.63,3500.0,3490.0,-10.0,2.1,2.13,0.03,28.0,0.0,-28.0,2.0,0.0,-2.0,0.35,0.27,-0.08,0.2,0.68,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.706,0.206
06151,野菜類,,たけのこ　水煮缶詰,168505,"Beans, snap, green, canned, no salt added, drained solids",Vegetables and Vegetable Products,high,22.0,22.0,0.0,2.7,1.12,-1.58,0.1,0.46,0.36,2.3,4.32,2.02,2.3,1.9,-0.4,19.0,38.0,19.0,0.3,1.06,0.76,77.0,96.0,19.0,0.4,0.2,-0.2,0.0,2.8,2.8,0.0,18.0,18.0,0.01,0.016,0.006,0.04,0.046,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
06153,野菜類,たまねぎ類,（たまねぎ類）　たまねぎ　りん茎　生,170412,"Onions, frozen, whole, unprepared",Vegetables and Vegetable Products,high,33.0,35.0,2.0,1.0,0.89,-0.11,,0.06,,7.0,8.45,1.45,1.5,1.7,0.2,17.0,36.0,19.0,0.3,0.46,0.16,150.0,142,-8.0,0.2,0.12,-0.08,7.0,8.0,1.0,1.0,0.0,-1.0,0.04,0.026,-0.014,0.01,0.024,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025
06155,野菜類,たまねぎ類,（たまねぎ類）　たまねぎ　りん茎　ゆで,170101,"Onions, frozen, chopped, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,high,30.0,26.0,-4.0,0.8,0.77,-0.03,,0.1,,4.8,6.0,1.2,1.7,1.7,0.0,18.0,16.0,-2.0,0.2,0.3,0.1,110.0,108,-2.0,0.1,0.07,-0.03,5.0,2.6,-2.4,1.0,0.0,-1.0,0.03,0.023,-0.007,0.01,0.025,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.63
06175,野菜類,とうもろこし類,（とうもろこし類）　スイートコーン　未熟種子　生,168538,"Corn, sweet, white, raw",Vegetables and Vegetable Products,high,89.0,86.0,-3.0,3.6,3.22,-0.38,1.3,1.18,-0.12,12.5,19.0,6.5,3.0,2.7,-0.3,3.0,2.0,-1.0,0.8,0.52,-0.28,290.0,270,-20.0,1.0,0.45,-0.55,8.0,6.8,-1.2,53.0,0.0,-53.0,0.15,0.2,0.05,0.1,0.06,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.038
06176,野菜類,とうもろこし類,（とうもろこし類）　スイートコーン　未熟種子　ゆで,168525,"Corn, sweet, yellow, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,high,95.0,96.0,1.0,3.5,3.41,-0.09,1.3,1.5,0.2,13.5,21.0,7.5,3.1,2.4,-0.7,5.0,3.0,-2.0,0.8,0.45,-0.35,290.0,218,-72.0,1.0,0.62,-0.38,6.0,5.5,-0.5,49.0,13.0,-36.0,0.12,0.093,-0.027,0.1,0.057,-0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643,0.643
06179,野菜類,とうもろこし類,（とうもろこし類）　スイートコーン　缶詰　クリームスタイル,169215,"Corn, sweet, yellow, canned, cream style, regular pack",Vegetables and Vegetable Products,high,82.0,72.0,-10.0,1.7,1.74,0.04,0.5,0.42,-0.08,,18.1,,1.8,1.2,-0.6,2.0,3.0,1.0,0.4,0.38,-0.02,150.0,134,-16.0,0.4,0.53,0.13,3.0,4.6,1.6,50.0,4.0,-46.0,0.02,0.025,0.005,0.05,0.053,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.663,-0.037
06180,野菜類,とうもろこし類,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル,168479,"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids",Vegetables and Vegetable Products,high,78.0,63.0,-15.0,2.3,2.6,0.3,0.5,0.49,-0.01,13.9,14.0,0.1,3.3,2.6,-0.7,2.0,11.0,9.0,0.4,0.53,0.13,130.0,163,33.0,0.6,0.5,-0.1,2.0,4.6,2.6,62.0,7.0,-55.0,0.03,0.029,-0.001,0.05,0.058,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.561,0.061
06183,野菜類,トマト類,（トマト類）　赤色ミニトマト　果実　生,321360,"Tomatoes, grape, raw",Vegetables and Vegetable Products,high,30.0,113,83.0,1.1,0.83,-0.27,0.1,0.63,0.53,4.6,5.51,0.91,1.4,2.1,0.7,12.0,11.0,-1.0,0.4,0.33,-0.07,290.0,260,-30.0,0.2,0.2,0.0,32.0,27.2,-4.8,960.0,,,0.07,0.075,0.005,0.05,0.065,0.015,0.0,,,0.0,,,0.0,0.015,0.015
06197,野菜類,なす類,（なす類）　漬物　こうじ漬,169892,"Eggplant, pickled",Vegetables and Vegetable Products,high,87.0,205,118.0,5.5,0.9,-4.6,,0.7,,,9.77,,4.2,2.5,-1.7,65.0,25.0,-40.0,1.4,0.77,-0.63,210.0,12.0,-198.0,0.4,0.23,-0.17,0.0,0.0,0.0,5.0,3.0,-2.0,0.03,0.05,0.02,0.05,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,6.6,4.242,-2.358
06205,野菜類,,にがうり　果実　生,168393,"Balsam-pear (bitter gourd), pods, raw",Vegetables and Vegetable Products,high,15.0,17.0,2.0,1.0,1.0,0.0,0.1,0.17,0.07,0.3,3.7,3.4,2.6,2.8,0.2,14.0,19.0,5.0,0.4,0.43,0.03,260.0,296,36.0,0.2,0.8,0.6,76.0,84.0,8.0,210.0,24.0,-186.0,0.05,0.04,-0.01,0.07,0.04,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.013
06216,野菜類,にんじん類,（にんじん類）　にんじん　根　冷凍,746764,"Carrots, frozen, unprepared",Vegetables and Vegetable Products,high,30.0,153,123.0,0.8,0.81,0.01,0.1,0.47,0.37,4.7,7.92,3.22,4.1,3.2,-0.9,30.0,33.0,3.0,0.3,0.43,0.13,200.0,210,10.0,0.2,0.28,0.08,4.0,2.2,-1.8,11000.0,,,0.04,0.039,-0.001,0.02,0.047,0.027,0.0,,,,,,0.1,0.168,0.068
06233,野菜類,,はくさい　結球葉　生,169980,"Cabbage, chinese (pe-tsai), cooked, boiled, drained, without salt",Vegetables and Vegetable Products,high,13.0,14.0,1.0,0.8,1.5,0.7,,0.17,,2.0,2.41,0.41,1.3,1.7,0.4,43.0,32.0,-11.0,0.3,0.3,0.0,220.0,225,5.0,0.2,0.18,-0.02,19.0,15.8,-3.2,99.0,48.0,-51.0,0.03,0.044,0.014,0.03,0.044,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.023
06236,野菜類,,はくさい　漬物　キムチ,170080,"Peppers, jalapeno, canned, solids and liquids",Vegetables and Vegetable Products,high,27.0,27.0,0.0,2.3,0.92,-1.38,,0.94,,0.0,4.74,4.74,2.2,2.6,0.4,50.0,23.0,-27.0,0.5,1.88,1.38,290.0,193,-97.0,0.2,0.34,0.14,15.0,10.0,-5.0,170.0,85.0,-85.0,0.04,0.043,0.003,0.06,0.038,-0.022,0.0,0.0,0.0,,0.0,,2.9,4.242,1.342
06241,野菜類,,はやとうり　果実　白色種　生,170402,"Chayote, fruit, raw",Vegetables and Vegetable Products,high,20.0,19.0,-1.0,0.6,0.82,0.22,0.1,0.13,0.03,,4.51,,1.2,1.7,0.5,12.0,17.0,5.0,0.3,0.34,0.04,170.0,125,-45.0,0.1,0.74,0.64,11.0,7.7,-3.3,0.0,0.0,0.0,0.02,0.025,0.005,0.03,0.029,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
06244,野菜類,,ビーツ　根　ゆで,169146,"Beets, cooked, boiled, drained",Vegetables and Vegetable Products,high,42.0,44.0,2.0,1.5,1.68,0.18,0.1,0.18,0.08,10.3,9.96,-0.34,2.9,2.0,-0.9,15.0,16.0,1.0,0.4,0.79,0.39,420.0,305,-115.0,0.3,0.35,0.05,3.0,3.6,0.6,0.0,2.0,2.0,0.04,0.027,-0.013,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.196,0.096
06249,野菜類,ピーマン類,（ピーマン類）　黄ピーマン　果実　生,169383,"Peppers, sweet, yellow, raw",Vegetables and Vegetable Products,high,28.0,27.0,-1.0,0.8,1.0,0.2,0.1,0.21,0.11,4.9,6.32,1.42,1.3,0.9,-0.4,8.0,11.0,3.0,0.3,0.46,0.16,200.0,212,12.0,0.2,0.17,-0.03,150.0,184,34.0,200.0,10.0,-190.0,0.04,0.028,-0.012,0.03,0.025,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
06250,野菜類,ピーマン類,（ピーマン類）　黄ピーマン　果実　油いため,170024,"Peppers, sweet, green, sauteed",Vegetables and Vegetable Products,high,61.0,116,55.0,0.8,0.78,-0.02,4.1,11.8,7.7,5.1,4.22,-0.88,1.3,1.8,0.5,8.0,8.0,0.0,0.5,0.3,-0.2,210.0,134,-76.0,0.2,0.06,-0.14,160.0,177,17.0,210.0,14.0,-196.0,0.04,0.042,0.002,0.03,0.048,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.043
06266,野菜類,,へちま　果実　ゆで,168470,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,high,19.0,17.0,-2.0,1.6,1.15,-0.45,0.1,0.13,0.03,,3.56,,1.5,1.3,-0.2,24.0,17.0,-7.0,0.7,0.48,-0.22,140.0,194,54.0,0.2,0.2,0.0,3.0,3.7,0.7,35.0,9.0,-26.0,0.03,0.041,0.011,0.06,0.04,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
06291,野菜類,もやし類,（もやし類）　りょくとうもやし　生,169137,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,high,15.0,21.0,6.0,1.7,2.03,0.33,0.1,0.09,-0.01,1.3,4.19,2.89,1.3,0.8,-0.5,10.0,12.0,2.0,0.2,0.65,0.45,69.0,101,32.0,0.3,0.47,0.17,8.0,11.4,3.4,6.0,1.0,-5.0,0.04,0.05,0.01,0.05,0.102,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025
06292,野菜類,もやし類,（もやし類）　りょくとうもやし　ゆで,170079,"Beans, mung, mature seeds, sprouted, canned, drained solids",Vegetables and Vegetable Products,high,12.0,12.0,0.0,1.6,1.4,-0.2,,0.06,,1.1,2.14,1.04,1.5,0.8,-0.7,11.0,14.0,3.0,0.3,0.43,0.13,24.0,27.0,3.0,0.2,0.28,0.08,2.0,0.3,-1.7,5.0,0.0,-5.0,0.03,0.03,0.0,0.04,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.107
06309,野菜類,,リーキ　りん茎葉　ゆで,169963,"Beans, snap, green, frozen, cooked, boiled, drained without salt",Vegetables and Vegetable Products,high,28.0,28.0,0.0,1.3,1.49,0.19,0.1,0.17,0.07,2.9,6.45,3.55,2.6,3.0,0.4,26.0,42.0,16.0,0.6,0.66,0.06,180.0,159,-21.0,0.3,0.24,-0.06,9.0,4.1,-4.9,37.0,21.0,-16.0,0.05,0.035,-0.015,0.07,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003
06312,野菜類,レタス類,（レタス類）　レタス　土耕栽培　結球葉　生,168431,"Lettuce, red leaf, raw",Vegetables and Vegetable Products,high,11.0,13.0,2.0,0.6,1.33,0.73,,0.22,,1.7,2.26,0.56,1.1,0.9,-0.2,19.0,33.0,14.0,0.3,1.2,0.9,200.0,187,-13.0,0.2,0.2,0.0,5.0,3.7,-1.3,240.0,375,135.0,0.05,0.064,0.014,0.03,0.077,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.064
06316,野菜類,レタス類,（レタス類）　コスレタス　葉　生,746769,"Lettuce, cos or romaine, raw",Vegetables and Vegetable Products,high,16.0,70.0,54.0,1.2,1.24,0.04,0.1,0.26,0.16,1.2,3.24,2.04,1.9,1.8,-0.1,29.0,35.0,6.0,0.5,0.95,0.45,250.0,253,3.0,0.3,0.25,-0.05,8.0,4.6,-3.4,510.0,436,-74.0,0.06,0.079,0.019,0.06,0.072,0.012,0.0,,,0.0,,,0.0,,
06318,野菜類,,れんこん　根茎　ゆで,170049,"Potatoes, frozen, whole, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,high,66.0,65.0,-1.0,1.3,1.98,0.68,,0.13,,13.9,14.5,0.6,2.3,1.4,-0.9,20.0,7.0,-13.0,0.4,0.84,0.44,240.0,287,47.0,0.3,0.25,-0.05,18.0,9.4,-8.6,3.0,0.0,-3.0,0.06,0.102,0.042,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.051
